   36   26   40    1   36     /KRYPTON       /PLT /Optimization project    ADF11
--------------------------------------------------------------------------------
  10.00000  10.20000  10.40000  10.60000  10.80000  11.00000  11.20000  11.40000
  11.60000  11.80000  12.00000  12.20000  12.40000  12.60000  12.80000  13.00000
  13.20000  13.40000  13.60000  13.80000  14.00000  14.20000  14.40000  14.60000
  14.80000  15.00000
   0.00000   0.12049   0.24097   0.36146   0.48195   0.60243   0.72292   0.84340
   0.96389   1.08438   1.20486   1.32535   1.44584   1.56632   1.68681   1.80730
   1.92778   2.04827   2.16876   2.28924   2.40973   2.53021   2.65070   2.77119
   2.89167   3.01216   3.13265   3.25313   3.37362   3.49411   3.61459   3.73508
   3.85556   3.97605   4.09654   4.21702   4.33751   4.45800   4.57848   4.69897
---------------------/ IGRD= 1  / IPRT= 0  /--------/ Z1= 1   / DATE= 21.08.17
 -29.99381 -29.99379 -29.99374 -29.99368 -29.99363 -29.99359 -29.99358 -29.99358
 -29.99356 -29.99352 -29.99343 -29.99327 -29.99308 -29.99292 -29.99284 -29.99289
 -29.99308 -29.99331 -29.99344 -29.99333 -29.99283 -29.99195 -29.99131 -29.99166
 -29.99376 -29.99837
 -28.73678 -28.73677 -28.73673 -28.73668 -28.73664 -28.73661 -28.73661 -28.73661
 -28.73660 -28.73655 -28.73644 -28.73626 -28.73606 -28.73587 -28.73574 -28.73573
 -28.73584 -28.73599 -28.73606 -28.73591 -28.73542 -28.73461 -28.73403 -28.73437
 -28.73630 -28.74054
 -27.78139 -27.78137 -27.78134 -27.78129 -27.78125 -27.78123 -27.78123 -27.78124
 -27.78123 -27.78118 -27.78105 -27.78084 -27.78059 -27.78036 -27.78020 -27.78017
 -27.78030 -27.78047 -27.78055 -27.78039 -27.77987 -27.77899 -27.77841 -27.77893
 -27.78137 -27.78653
 -27.05199 -27.05197 -27.05193 -27.05189 -27.05186 -27.05185 -27.05187 -27.05190
 -27.05190 -27.05183 -27.05167 -27.05139 -27.05107 -27.05078 -27.05061 -27.05066
 -27.05095 -27.05131 -27.05153 -27.05138 -27.05064 -27.04934 -27.04853 -27.04949
 -27.05352 -27.06190
 -26.49544 -26.49542 -26.49538 -26.49534 -26.49531 -26.49532 -26.49538 -26.49545
 -26.49547 -26.49539 -26.49517 -26.49478 -26.49434 -26.49399 -26.49387 -26.49414
 -26.49485 -26.49571 -26.49636 -26.49642 -26.49552 -26.49377 -26.49318 -26.49622
 -26.50538 -26.52315
 -26.07150 -26.07148 -26.07143 -26.07139 -26.07137 -26.07140 -26.07148 -26.07158
 -26.07162 -26.07155 -26.07129 -26.07085 -26.07035 -26.07000 -26.06997 -26.07048
 -26.07159 -26.07304 -26.07442 -26.07535 -26.07545 -26.07501 -26.07713 -26.08562
 -26.10425 -26.13682
 -25.74735 -25.74733 -25.74730 -25.74726 -25.74725 -25.74728 -25.74735 -25.74743
 -25.74748 -25.74745 -25.74729 -25.74699 -25.74666 -25.74646 -25.74653 -25.74701
 -25.74805 -25.74969 -25.75199 -25.75500 -25.75874 -25.76393 -25.77388 -25.79255
 -25.82392 -25.87195
 -25.49924 -25.49923 -25.49922 -25.49920 -25.49920 -25.49920 -25.49923 -25.49927
 -25.49932 -25.49936 -25.49939 -25.49941 -25.49944 -25.49952 -25.49969 -25.49997
 -25.50054 -25.50210 -25.50549 -25.51155 -25.52113 -25.53541 -25.55704 -25.58903
 -25.63438 -25.69608
 -25.30804 -25.30804 -25.30804 -25.30805 -25.30805 -25.30803 -25.30802 -25.30802
 -25.30807 -25.30820 -25.30844 -25.30880 -25.30923 -25.30963 -25.30994 -25.31007
 -25.31024 -25.31183 -25.31654 -25.32605 -25.34204 -25.36619 -25.40008 -25.44528
 -25.50335 -25.57587
 -25.15887 -25.15887 -25.15889 -25.15891 -25.15892 -25.15890 -25.15885 -25.15883
 -25.15890 -25.15911 -25.15952 -25.16017 -25.16093 -25.16164 -25.16217 -25.16234
 -25.16245 -25.16443 -25.17067 -25.18355 -25.20545 -25.23836 -25.28281 -25.33894
 -25.40689 -25.48681
 -25.04524 -25.04526 -25.04529 -25.04531 -25.04532 -25.04530 -25.04525 -25.04523
 -25.04532 -25.04560 -25.04616 -25.04701 -25.04803 -25.04903 -25.04982 -25.05021
 -25.05053 -25.05318 -25.06106 -25.07710 -25.10418 -25.14455 -25.19771 -25.26248
 -25.33769 -25.42216
 -24.96167 -24.96168 -24.96171 -24.96175 -24.96177 -24.96175 -24.96170 -24.96169
 -24.96181 -24.96215 -24.96281 -24.96382 -24.96505 -24.96629 -24.96736 -24.96806
 -24.96878 -24.97225 -24.98176 -25.00063 -25.03214 -25.07866 -25.13878 -25.21016
 -25.29044 -25.37727
 -24.90266 -24.90267 -24.90271 -24.90275 -24.90277 -24.90276 -24.90272 -24.90272
 -24.90287 -24.90327 -24.90400 -24.90512 -24.90649 -24.90794 -24.90928 -24.91034
 -24.91155 -24.91586 -24.92686 -24.94812 -24.98321 -25.03458 -25.10002 -25.17622
 -25.25983 -25.34753
 -24.86273 -24.86275 -24.86278 -24.86282 -24.86285 -24.86285 -24.86281 -24.86283
 -24.86301 -24.86343 -24.86422 -24.86541 -24.86689 -24.86851 -24.87008 -24.87146
 -24.87314 -24.87820 -24.89042 -24.91354 -24.95132 -25.00621 -25.07544 -25.15492
 -25.24057 -25.32831
 -24.83646 -24.83647 -24.83651 -24.83655 -24.83658 -24.83658 -24.83655 -24.83658
 -24.83676 -24.83721 -24.83802 -24.83926 -24.84082 -24.84254 -24.84429 -24.84592
 -24.84794 -24.85354 -24.86659 -24.89093 -24.93044 -24.98755 -25.05912 -25.14060
 -25.22743 -25.31505
 -24.82037 -24.82038 -24.82042 -24.82046 -24.82049 -24.82048 -24.82045 -24.82048
 -24.82066 -24.82112 -24.82194 -24.82321 -24.82481 -24.82660 -24.82845 -24.83022
 -24.83242 -24.83830 -24.85176 -24.87671 -24.91704 -24.97523 -25.04793 -25.13039
 -25.21781 -25.30545
 -24.81329 -24.81330 -24.81334 -24.81338 -24.81341 -24.81340 -24.81336 -24.81337
 -24.81355 -24.81400 -24.81483 -24.81611 -24.81774 -24.81957 -24.82146 -24.82326
 -24.82551 -24.83145 -24.84499 -24.87007 -24.91060 -24.96904 -25.04202 -25.12470
 -25.21227 -25.29987
 -24.81412 -24.81414 -24.81418 -24.81422 -24.81424 -24.81422 -24.81417 -24.81417
 -24.81433 -24.81477 -24.81560 -24.81690 -24.81854 -24.82038 -24.82226 -24.82402
 -24.82619 -24.83202 -24.84541 -24.87031 -24.91062 -24.96881 -25.04152 -25.12395
 -25.21127 -25.29867
 -24.82149 -24.82151 -24.82155 -24.82159 -24.82161 -24.82158 -24.82151 -24.82148
 -24.82163 -24.82206 -24.82289 -24.82419 -24.82584 -24.82767 -24.82950 -24.83116
 -24.83316 -24.83874 -24.85180 -24.87627 -24.91605 -24.97363 -25.04569 -25.12748
 -25.21426 -25.30127
 -24.83391 -24.83393 -24.83397 -24.83401 -24.83403 -24.83399 -24.83390 -24.83385
 -24.83397 -24.83439 -24.83521 -24.83652 -24.83817 -24.83997 -24.84173 -24.84324
 -24.84500 -24.85023 -24.86283 -24.88669 -24.92572 -24.98239 -25.05348 -25.13435
 -25.22036 -25.30685
