   14   24   30    1   14     /SILICON            /GCR PROJECT      
--------------------------------------------------------------------------------
    4    2    2    1    2    2    4    3    4    2    2    1    2    1    1
--------------------------------------------------------------------------------
   8.00000   8.34783   8.69565   9.04348   9.39130   9.73913  10.08696  10.43478
  10.78261  11.13043  11.47826  11.82609  12.17391  12.52174  12.86957  13.21739
  13.56522  13.91304  14.26087  14.60870  14.95652  15.30435  15.65217  16.00000
  -0.69897  -0.53086  -0.36276  -0.19465  -0.02655   0.14156   0.30966   0.47777
   0.64587   0.81398   0.98209   1.15019   1.31830   1.48640   1.65451   1.82261
   1.99072   2.15882   2.32693   2.49504   2.66314   2.83125   2.99935   3.16746
   3.33556   3.50367   3.67177   3.83988   4.00799   4.17609
---------------------/ IPRT= 2  / JPRT= 1  /--------/ Z1= 1   / DATE= 15/03/13
 -15.30185 -15.29584 -15.28825 -15.29614 -15.32221 -15.31611 -15.29013 -15.28419
 -15.31286 -15.35107 -15.37519 -15.37833 -15.33952 -15.24956 -15.12164 -14.98548
 -14.84678 -14.69991 -14.55460 -14.42181 -14.30274 -14.18675 -14.07077 -13.95479
 -15.54483 -15.53818 -15.52981 -15.53851 -15.56732 -15.56076 -15.53245 -15.52653
 -15.55951 -15.60429 -15.63567 -15.64698 -15.61508 -15.52900 -15.40192 -15.26572
 -15.12614 -14.97687 -14.82884 -14.69423 -14.57445 -14.45800 -14.34156 -14.22512
---------------------/ IPRT= 1  / JPRT= 2  /--------/ Z1= 1   / DATE= 15/03/13
 -45.90039 -45.86076 -45.80623 -45.72145 -45.59028 -45.40625 -45.17455 -44.90313
 -44.59415 -44.24286 -43.83526 -43.34962 -42.77294 -42.13137 -41.48643 -40.89436
 -40.38558 -39.96618 -39.62963 -39.36761 -39.15638 -38.95615 -38.75594 -38.55572
 -40.40229 -40.38292 -40.35718 -40.32408 -40.27966 -40.21180 -40.10999 -39.96520
 -39.76857 -39.51293 -39.18685 -38.77463 -38.27124 -37.70767 -37.14451 -36.63125
 -36.19036 -35.82026 -35.50729 -35.23400 -34.98171 -34.73382 -34.48595 -34.23807
 -36.43256 -36.42626 -36.41779 -36.40653 -36.39100 -36.36716 -36.33006 -36.27248
 -36.18282 -36.04683 -35.84575 -35.55860 -35.17720 -34.72908 -34.27146 -33.85213
 -33.48717 -33.16536 -32.86486 -32.56688 -32.26370 -31.95923 -31.65475 -31.35028
 -33.23385 -33.23310 -33.23146 -33.22936 -33.22647 -33.22146 -33.21234 -33.19603
 -33.16730 -33.11775 -33.03560 -32.90589 -32.71448 -32.47045 -32.20732 -31.96034
 -31.73000 -31.49176 -31.22469 -30.93631 -30.64177 -30.34609 -30.05040 -29.75472
 -31.00435 -31.00435 -31.00385 -31.00314 -31.00268 -31.00050 -30.99649 -30.98989
 -30.97673 -30.95381 -30.91467 -30.84879 -30.75062 -30.63203 -30.52372 -30.46027
 -30.42468 -30.35858 -30.20621 -29.99716 -29.77813 -29.55759 -29.33704 -29.11649
 -29.45896 -29.45927 -29.45972 -29.45998 -29.45991 -29.46016 -29.46003 -29.45755
 -29.45041 -29.43939 -29.42141 -29.38798 -29.33690 -29.28007 -29.24611 -29.27285
 -29.36179 -29.46454 -29.49712 -29.44235 -29.33212 -29.20997 -29.08780 -28.96564
 -28.41499 -28.41857 -28.42234 -28.42523 -28.42607 -28.42632 -28.42756 -28.42906
 -28.42682 -28.42212 -28.41464 -28.39997 -28.37767 -28.35898 -28.36958 -28.44353
 -28.58602 -28.76739 -28.93316 -29.03019 -29.05526 -29.06417 -29.07307 -29.08196
 -27.73248 -27.73988 -27.74725 -27.75354 -27.75832 -27.76274 -27.76734 -27.77162
 -27.77424 -27.77497 -27.77358 -27.76981 -27.76597 -27.77273 -27.81215 -27.91448
 -28.08372 -28.29835 -28.52442 -28.71379 -28.85302 -28.98082 -29.10860 -29.23639
 -27.30174 -27.31379 -27.32498 -27.33532 -27.34520 -27.35472 -27.36366 -27.37163
 -27.37818 -27.38341 -27.38763 -27.39186 -27.40032 -27.42391 -27.48265 -27.60346
 -27.78885 -28.01986 -28.27068 -28.50592 -28.71275 -28.91304 -29.11332 -29.31360
 -27.04597 -27.06298 -27.07878 -27.09375 -27.10861 -27.12278 -27.13604 -27.14808
 -27.15815 -27.16736 -27.17695 -27.18803 -27.20442 -27.23841 -27.31080 -27.44277
 -27.63735 -27.87897 -28.14173 -28.40017 -28.64496 -28.88655 -29.12814 -29.36973
 -26.92455 -26.94615 -26.96583 -26.98401 -27.00271 -27.02110 -27.03827 -27.05364
 -27.06712 -27.07980 -27.09308 -27.10878 -27.13148 -27.17324 -27.25363 -27.39281
 -27.59259 -27.83815 -28.10836 -28.38194 -28.64902 -28.91451 -29.17999 -29.44547
 -26.90742 -26.93213 -26.95418 -26.97508 -26.99696 -27.01851 -27.03883 -27.05742
 -27.07386 -27.08902 -27.10473 -27.12382 -27.15065 -27.19705 -27.28224 -27.42533
 -27.62795 -27.87618 -28.15042 -28.43232 -28.71238 -28.99189 -29.27140 -29.55091
 -26.97040 -26.99687 -27.02140 -27.04484 -27.06878 -27.09223 -27.11472 -27.13579
 -27.15444 -27.17166 -27.18938 -27.21043 -27.23998 -27.28925 -27.37612 -27.52071
 -27.72465 -27.97373 -28.24965 -28.53583 -28.82293 -29.11010 -29.39726 -29.68442
 -27.08981 -27.11752 -27.14459 -27.17057 -27.19602 -27.22112 -27.24545 -27.26823
