   14   24   30    1   14     /SILICON            /GCR PROJECT      
--------------------------------------------------------------------------------
   8.00000   8.34783   8.69565   9.04348   9.39130   9.73913  10.08696  10.43478
  10.78261  11.13043  11.47826  11.82609  12.17391  12.52174  12.86957  13.21739
  13.56522  13.91304  14.26087  14.60870  14.95652  15.30435  15.65217  16.00000
  -0.69897  -0.53086  -0.36276  -0.19465  -0.02655   0.14156   0.30966   0.47777
   0.64587   0.81398   0.98209   1.15019   1.31830   1.48640   1.65451   1.82261
   1.99072   2.15882   2.32693   2.49504   2.66314   2.83125   2.99935   3.16746
   3.33556   3.50367   3.67177   3.83988   4.00799   4.17609
---------------------/ IGRD= 1  / IPRT= 1  /--------/ Z1= 1   / DATE= 15/03/13
 -29.68162 -29.68801 -29.69264 -29.69676 -29.70244 -29.70659 -29.71052 -29.71586
 -29.71997 -29.72376 -29.72792 -29.73126 -29.73350 -29.73435 -29.73416 -29.73556
 -29.73760 -29.73814 -29.73832 -29.73836 -29.73811 -29.73767 -29.73701 -29.73610
 -29.89173 -29.89839 -29.90216 -29.90540 -29.91172 -29.91544 -29.91849 -29.92360
 -29.92679 -29.92996 -29.93442 -29.93780 -29.93965 -29.93969 -29.93859 -29.93995
 -29.94244 -29.94309 -29.94326 -29.94327 -29.94299 -29.94257 -29.94200 -29.94124
 -30.10184 -30.10878 -30.11167 -30.11405 -30.12101 -30.12434 -30.12654 -30.13147
 -30.13381 -30.13644 -30.14122 -30.14467 -30.14615 -30.14542 -30.14340 -30.14475
 -30.14774 -30.14852 -30.14868 -30.14867 -30.14836 -30.14792 -30.14738 -30.14674
 -30.31195 -30.31918 -30.32119 -30.32271 -30.33032 -30.33327 -30.33466 -30.33947
 -30.34100 -30.34312 -30.34826 -30.35180 -30.35294 -30.35144 -30.34851 -30.34987
 -30.35341 -30.35435 -30.35450 -30.35446 -30.35410 -30.35364 -30.35311 -30.35253
 -30.52206 -30.52957 -30.53072 -30.53138 -30.53965 -30.54223 -30.54284 -30.54757
 -30.54833 -30.54998 -30.55551 -30.55916 -30.55996 -30.55770 -30.55386 -30.55527
 -30.55938 -30.56050 -30.56065 -30.56056 -30.56015 -30.55965 -30.55912 -30.55855
 -30.73217 -30.73996 -30.74024 -30.74005 -30.74899 -30.75121 -30.75107 -30.75574
 -30.75577 -30.75699 -30.76294 -30.76671 -30.76718 -30.76417 -30.75942 -30.76087
 -30.76560 -30.76690 -30.76705 -30.76692 -30.76646 -30.76592 -30.76535 -30.76478
 -30.94228 -30.95036 -30.94977 -30.94872 -30.95833 -30.96021 -30.95933 -30.96396
